CRASH_RECORD_ID,RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
b89e6204d51bfe446cbbb4638de2ba79e11fd3e5b196a6f35fb51c3139ae02c6aef48f2ea7809c3df05be2500c4973fe5d834d22f8072ae5d0304df538c793c2,JD176426,,3/6/2020 16:50,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,CENTER TURN LANE,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",3/6/2020 16:55,UNABLE TO DETERMINE,UNABLE TO DETERMINE,200,N,WESTERN AVE,1222,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,16,6,3,41.88468637,-87.68667666,POINT (-87.68667666091 41.884686371563)
b8da8564bdfdba5e2baebd0c1410ab930e50299810e64d22e11c1c4899ae79110c40337552b8a0fad588d4041706bc13c860ec1a7ea84aa56de6be608ce33495,JC321914,,6/25/2019 20:15,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,,NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",6/25/2019 20:17,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,954,W,87TH ST,613,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,20,3,6,41.73611661,-87.64826717,POINT (-87.648267169122 41.736116605306)
b95c0aaf0007b805bd9e3a8ebd19bbc2de022dbbf6233dc26bc3294759ed5c6db633173de6e6aa21ad8fee529d04c0effc10d9b73fd7fb444c352230e0336d97,JG321857,,6/30/2023 6:40,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",6/30/2023 7:58,UNABLE TO DETERMINE,NOT APPLICABLE,65,E,OHIO ST,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,6,6,6,41.89241349,-87.62545339,POINT (-87.625453386562 41.89241348727)
b980e5350c0378da87c98765491a3c6bc36b6eab0ee3fd8f88925f8f849137e0f898d13adcc54559ca0474b3d21c8f68de62b4138ec3e9789d6475d5ecd3db29,JC512930,,11/16/2019 14:15,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",11/16/2019 14:19,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,798,N,RUSH ST,1833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,7,11,41.89666111,-87.62565041,POINT (-87.625650409261 41.896661106834)
b98e207b3fc5828a243d8b20ea342a64edead2e0064318491a9436d797b648d7c01553307a911174c1313e9155fe232e9f1a4b6a2858608ee2ef62f269984b27,JD248349,,5/31/2020 7:30,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",5/31/2020 7:40,IMPROPER LANE USAGE,IMPROPER LANE USAGE,7964,S,PULASKI RD,834,,,,,,,7,NO INDICATION OF INJURY,0,0,0,0,0,1,0,7,1,5,41.74760605,-87.72199353,POINT (-87.721993530454 41.747606048712)
b9bd07fe6fd981fb6bb448f08deb99b1bf859c2bf44f79ebc59571028bb6451ecb0fb6522a8aa25aba8dbfa36e70efa8e3771242d55c2f791e1202baf3d82da3,JB207037,,3/31/2018 23:26,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,DRY,UNKNOWN,,NO INJURY / DRIVE AWAY,Y,,Y,"$501 - $1,500",3/31/2018 23:29,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,2399,W,TOUHY AVE,2411,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,7,3,42.01217058,-87.69017889,POINT (-87.69017888962 42.012170584445)
b9f45ee65ea38f78fd3954b1c524c3ad3c9b3a7473f9d421a686b73f8094b3e6e366fa968979e232d73ec4901050126e111b6bf6fdfdf1157114a4d8015398f6,JD248261,,5/31/2020 5:20,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,Y,Y,"OVER $1,500",5/31/2020 5:20,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,7558,S,MICHIGAN AVE,623,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,5,1,5,41.7565599,-87.62164824,POINT (-87.621648234543 41.756559897384)
b9f54070f4e031204871031a5c399e028c6cad9775f554295f389961d2b2cbd23d75270e0add4613258e3b3adc9a6496ac70a8ee99fa35940d17a4ea961d4e39,JD169039,,2/29/2020 11:40,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",2/29/2020 11:42,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",FAILING TO REDUCE SPEED TO AVOID CRASH,1540,S,KILDARE AVE,1012,,,,,,,4,NONINCAPACITATING INJURY,1,0,0,1,0,3,0,11,7,2,41.85935986,-87.73245459,POINT (-87.732454588393 41.859359854788)
ba10b75084ec19883b84c0c061e1766e255e51f84c730d4ac83542ee7f3de996a0abf74f969ca7c46f8ed8ebce09a202502322d6e8b27c6b1fa62e7a9176b2ae,JG338114,,7/12/2023 15:35,40,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,WET,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",7/12/2023 15:37,UNABLE TO DETERMINE,UNABLE TO DETERMINE,389,N,LAKE SHORE DR NB,1834,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,4,0,15,4,7,41.88901302,-87.61384281,POINT (-87.613842808623 41.889013019659)
ba3b057445eadac16ed17d713e219fde17690b2e4b36369edf9c8518440bd7cc696624d2413b0d5574f6bf8363d291649ecc083e059051fe0f1d5c4cfa5819dc,JG314907,,6/24/2023 22:15,30,STOP SIGN/FLASHER,UNKNOWN,RAIN,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,UNKNOWN,,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",6/25/2023 3:31,FOLLOWING TOO CLOSELY,NOT APPLICABLE,2434,N,CLARK ST,1935,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,22,7,6,41.92645332,-87.64116965,POINT (-87.64116965215 41.926453319737)
ba6f3d14b78551b74efbd1269c2138d203eec96a94d8e35daf85243f4004abd2bfc05ac8d10d89250d67bd4e94fc9fe52fcb4260228252153a249875a9882111,JC548292,,12/15/2019 20:50,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",12/15/2019 21:25,UNABLE TO DETERMINE,NOT APPLICABLE,1800,W,VAN BUREN ST,1231,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,20,1,12,41.87638718,-87.6716325,POINT (-87.671632496392 41.876387182562)
ba8cd0dc16b95325f3d4157659cadea8fd9f5b97e347605fd143f870a44b2b6170624d88331bfb913b6f49658b9b1f9d6b8e009827f857068b1a8aa5b1298470,JC512373,,11/16/2019 4:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/16/2019 4:02,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4722,W,FULLERTON AVE,2521,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,4,7,11,41.92436848,-87.74478518,POINT (-87.744785176981 41.924368479551)
baacef6290f7b41de895c44c07882208251eeb7633c70e90ebd6096f40f537ef2227224a3c2045ca37ea72b0d751ff2bb2a8e3f2e02537d042ce82ba2e133d2c,JC219145,,4/10/2019 14:50,35,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,4/10/2019 14:55,IMPROPER LANE USAGE,NOT APPLICABLE,433,W,BELMONT AVE,1934,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,4,4,41.93998762,-87.64085645,POINT (-87.640856453697 41.93998762073)
bb06e87cd0ae8d0fe8031282dd5996d5ce35f3e03761a196bb0b27567c1f0674cb2d223be67ed2e7f51dc956282838bc289fc3f27c0a162ec7512a8af0cf5fd9,JC561032,,12/26/2019 17:00,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,,INJURY AND / OR TOW DUE TO CRASH,,,Y,"$501 - $1,500",12/26/2019 17:06,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,398,N,CLARK ST,1831,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,17,5,12,41.88917341,-87.63120543,POINT (-87.631205433323 41.889173407027)
bb0b675dccc0be419bc787c2f5e055800b4dd811e38cee2f66905d109b5fbc73bd6f9f62dce377637c57aa6845f0f59fafd61f01e63a1226bab455166bf0096d,JC513850,,11/17/2019 1:40,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",11/17/2019 12:00,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,1336,N,DAMEN AVE,1424,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,1,1,11,41.90606324,-87.67748961,POINT (-87.677489612958 41.906063236905)
bb3279e91017fbd11ab8b876f6b2fb3258247d0b6578c9f5df3ece338fe1d54178185e03ca2d1038c9b73b542b5d5a253f9f765e07a6c00c2bd2fea5b0a7e02d,JC432814,,9/14/2019 8:03,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/14/2019 9:00,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,1642,E,HYDE PARK BLVD,222,Y,Y,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,7,9,41.80262889,-87.58459157,POINT (-87.584591565487 41.802628892467)
bb96c0bbc71b846041677c40daf42082a9834760f2c0a30c19fd57c8fa36078c92ae640ca7430e5a0c77ebf290e02b64df52b41ea3b7f594b928b2284e894028,JG297982,,6/12/2023 12:36,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",6/12/2023 13:03,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4601,S,MICHIGAN AVE,215,,,,,,,2,"REPORTED, NOT EVIDENT",2,0,0,0,2,0,0,12,2,6,41.81101108,-87.62273572,POINT (-87.622735717688 41.811011075875)
bbc425cc9530087a37075eadaf6d3dfce1c65ad3769e53def9750497a2d434f9751529723402de6c492bd0c70f7914ec3569ba48f62d385cbaa632485c445bc1,JC446323,,9/24/2019 8:45,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,OTHER OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,9/24/2019 11:00,NOT APPLICABLE,UNABLE TO DETERMINE,2025,W,FOSTER AVE,2032,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,8,3,9,41.97590562,-87.68043133,POINT (-87.68043132989 41.975905621366)
bbcb971e684da978bae7405f6c1d89f7ebec0f7b373d8030e28562bb919f0ea74a4b6889d5763f0371659978a0f1bad533cd3a78f52d12fe41edebd5609aae79,JG312603,,6/23/2023 9:45,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,N,,,"OVER $1,500",6/23/2023 12:35,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,200,W,43RD ST,925,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,2,0,9,6,6,41.81652734,-87.63125596,POINT (-87.63125595851 41.816527339334)
bbd238b1cb46a3e26ae5bcd1c0cb632dae33ab30618b0ef69294cdec22d0f9fd742715d615e015aafa257318b11626ae40b6c804aff7a7afc0c5588510f98063,JD115968,,1/14/2020 20:45,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,OTHER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",1/14/2020 21:30,UNABLE TO DETERMINE,NOT APPLICABLE,108,W,GERMANIA PL,1821,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,20,3,1,41.91048635,-87.63199584,POINT (-87.631995836761 41.910486347022)
bbe64fcf9e017981f7e2c01948d2c04ebc090075a3014e5303e8e99d815a7191f6948c223a5e9e9f37e0f4e22331fc191a1daa0efcdb531f59370470a9ff7c80,JC379838,,8/4/2019 1:05,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PEDESTRIAN,UNKNOWN,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,,INJURY AND / OR TOW DUE TO CRASH,,,N,$500 OR LESS,8/5/2019 16:15,UNABLE TO DETERMINE,UNABLE TO DETERMINE,722,W,120TH ST,524,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,1,1,8,41.67612014,-87.6404199,POINT (-87.64041989993 41.676120139692)
bbf4c27d88574dec9cf17040d172cacd0d2676dd9751c579aedde5062c72e17c38f1e0571b0a49fedc28622f3ad2b667e7219e7e5b16d0f87480635b9df684e0,JE216585,,5/1/2021 23:10,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",5/2/2021 0:10,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,3803,W,ROOSEVELT RD,1011,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,7,5,41.86612813,-87.72026401,POINT (-87.720264008274 41.866128129787)
bc4c7377784ac107ef6ac0dd300e00879c18e898553031d13a89194634270afcb0d5938a3ce33d2c8fd76da5977cafd61ac1b01ac82b3101abf937a358740dd6,JD172743,,3/3/2020 16:00,35,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,,$500 OR LESS,3/3/2020 16:24,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),FAILING TO REDUCE SPEED TO AVOID CRASH,9505,S,STONY ISLAND AVE,431,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,16,3,3,41.72211414,-87.58495453,POINT (-87.584954524679 41.722114144277)
bc57cd8af171e3e79f2cdffb1c50090fd1d6ce33a57eb5fbb6732795a72caf3bfe9af454e74638049e4e2d5d634a6c7b5f9769b6b259c60d12c5e68990b223e4,JC494503,,10/31/2019 18:29,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,FREEZING RAIN/DRIZZLE,UNKNOWN,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/1/2019 12:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5227,S,COTTAGE GROVE AVE,233,,,,,,,2,NONINCAPACITATING INJURY,3,0,0,3,0,2,0,18,5,10,41.79963373,-87.6061922,POINT (-87.606192197234 41.799633727055)
bc5ac500110a865534c8af1d66e03f6b0cb54cdc1eaa5b764f5ed3a2c3b08a7eb5d072369116b74f2e0827fc75d8e3e8a80979f2282db4e06a8522e9b9a5aaa0,JD119465,,1/17/2020 13:00,30,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",1/17/2020 17:50,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,7901,S,CICERO AVE,834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,6,1,41.74906506,-87.7412039,POINT (-87.741203904025 41.749065056465)
bcf4637c0e6f60a8f6bbb8d3610ce5f59df98db6b3acc9ada7ed27ce9d967b77c42ab750944fde634dd4d87a1e03cd0f1dcf88d06c213455da8d5b0f554faed9,JD129299,,1/26/2020 12:04,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,Y,,,"$501 - $1,500",1/26/2020 13:09,IMPROPER LANE USAGE,NOT APPLICABLE,3824,W,HARRISON ST,1133,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,12,1,1,41.87360721,-87.72145369,POINT (-87.721453685315 41.87360720877)
bd87bd052d6a55928f5b3da6d82edabd9c840e9d9aadc48a3ca7346eb833bd000a93f13af7946410dde189bd32cbb3f927a426b1f058337e946c2fc8b0495b94,JG272704,,5/24/2023 1:45,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,ALLEY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",5/24/2023 1:55,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,11050,S,VERNON AVE,513,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,1,4,5,41.69302559,-87.61231331,POINT (-87.612313310254 41.693025592567)
bdb05b47b390dfee033595b13122545e94b25f307093ad7d5a166aed4181a092434ab6fde3a5f23953200d0884aafc3cd733e86bc81b05bb43ac7808b2b0b2ab,JD231192,,5/13/2020 11:10,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",5/13/2020 11:15,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5650,W,55TH ST,811,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,4,5,41.79281417,-87.76408007,POINT (-87.764080070571 41.792814165932)
bdb40ffaa37ca5b1601c5200f38725cdfed8fbcabe326992de1fdcc1f47709bd90ed03e4148a509d7fb6771798ada1d7e3547a229d8bb7f1c1357b34675abcf9,JD164707,,2/25/2020 16:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DUSK,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",2/25/2020 16:06,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER OVERTAKING/PASSING,1600,E,130TH ST,434,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,3,2,41.66042281,-87.58639179,POINT (-87.586391793459 41.660422810648)
bdb9551d7b7d1fee757be21585904c604c0d82b36e0e56e2427d4d507bd7de37b8c1b23196794928d0b5fbd1e4d9f3d74262bf2f4227b4c28db485e8383abb46,JD189779,,3/18/2020 17:27,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,UNKNOWN INTERSECTION TYPE,,STRAIGHT AND LEVEL,WET,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,Y,,,$500 OR LESS,3/18/2020 17:30,FAILING TO YIELD RIGHT-OF-WAY,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",600,N,DEARBORN ST,1832,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,17,4,3,41.89248545,-87.62982444,POINT (-87.62982443971 41.892485453597)
be1cadb41f7419915bef902929fccb4d54898b793be2216d83206232de145ce1e4e0cac8e923b27a0535d448ebd894b1344c559a29ed2d9e6775edfe31baba00,JG311801,,6/21/2023 10:35,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",6/22/2023 21:43,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,354,W,ROOSEVELT RD,124,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,4,6,41.86739191,-87.63669374,POINT (-87.636693739805 41.867391911773)
be9dad61454f5987df68b21c38d5b61405402a70d88c41a8d665e29be7b961317f6c8d64c9d1f543949ec017741bc82a0c7edb117b536a38aaa77a1a913e96d7,,,7/17/2023 15:15,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",7/17/2023 15:30,UNABLE TO DETERMINE,NOT APPLICABLE,3311,W,26TH ST,1032,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,2,7,41.84436673,-87.70789805,POINT (-87.707898053784 41.844366728746)
beca462493774d83cceb333f6648e6aff637ee14bea7ccf8642ca9196308bf5b400148501c546d66c57ce90a990f6b439a8e61495818c3d53bfec3249b6c58aa,JC517473,,11/20/2019 10:30,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",11/20/2019 10:35,DISREGARDING STOP SIGN,UNABLE TO DETERMINE,5200,W,MELROSE ST,1634,,,,,,,3,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,10,4,11,41.939721,-87.75684662,POINT (-87.756846620964 41.939721003925)
bed1fc5c7472bad39ff16909144ca670bec095faab5fe6642909d9fd086882329265d734e50f723721d6afda9962a360a43a7acedf6f913b2ed84bd34a542e3f,JC391613,,8/14/2019 1:42,10,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",8/14/2019 4:24,UNABLE TO DETERMINE,NOT APPLICABLE,1159,S,HAMILTON AVE,1225,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,4,8,41.86675542,-87.68012756,POINT (-87.680127564314 41.866755414826)
bf43efd7eed9d5a1990f949b887c8944715d296ad0210c264809bc8147e8c6f2c0da5f2029ae788a96a3f97310f17c25b552d37ce692fa0f6c568dbe6774d1df,JD168189,,2/28/2020 14:30,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ANGLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,Y,,"$501 - $1,500",2/28/2020 16:45,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1653,W,CONGRESS PKWY,1231,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,14,6,2,41.87503334,-87.668753,POINT (-87.668753001303 41.875033341441)
bf50f5559a8eeaf6120d6fc225cdc7ac65133e3288225c9825c01e78bcaa7ba0944634b60f238490b1398775562c4fabe2585fae58c3693bc0288f7ed6e5522d,JG342543,,7/15/2023 19:10,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",7/15/2023 19:35,FAILING TO REDUCE SPEED TO AVOID CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,2815,W,MONTROSE AVE,1724,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,7,7,41.96113559,-87.69917411,POINT (-87.699174110782 41.961135590209)
