CRASH_DATE,HIT_AND_RUN_I,CAUSES,AMBULANCE_REQUIRED,FATAL_ACCIDENT,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE
11/27/2019,N,"IMPROPER BACKING, NOT APPLICABLE",N,N,11,4,11,41.93408187,-87.68995173
7/24/2016,N,"IMPROPER LANE USAGE, NOT APPLICABLE",N,N,9,1,7,,
8/2/2020,N,"IMPROPER BACKING, UNABLE TO DETERMINE",N,N,17,1,8,41.73625546,-87.62291751
7/9/2021,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,9,6,7,41.90146062,-87.69206249
5/8/2022,N,"IMPROPER LANE USAGE, NOT APPLICABLE",N,N,22,1,5,,
11/2/2021,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,9,3,11,41.98561276,-87.65690335
2/18/2022,N,"DISREGARDING STOP SIGN, DISREGARDING STOP SIGN",N,N,13,6,2,41.98301498,-87.77676623
6/20/2022,N,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,17,2,6,,
5/3/2018,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,17,5,5,41.90911277,-87.68582201
11/16/2021,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,16,3,11,41.74065335,-87.58650279
6/18/2018,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,18,2,6,41.77323448,-87.58516253
5/12/2021,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,14,4,5,41.77725504,-87.7976923
4/11/2022,Y,"IMPROPER TURNING/NO SIGNAL, DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",N,N,12,2,4,,
11/22/2021,N,"IMPROPER LANE USAGE, IMPROPER TURNING/NO SIGNAL",N,N,9,2,11,41.88843209,-87.62442469
7/19/2018,N,"FOLLOWING TOO CLOSELY, NOT APPLICABLE",N,N,22,5,7,42.02061345,-87.66962992
2/3/2018,Y,"FAILING TO YIELD RIGHT-OF-WAY, UNABLE TO DETERMINE",N,N,14,7,2,,
6/12/2022,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,17,1,6,41.90885721,-87.67519922
12/31/2016,N,"IMPROPER BACKING, UNABLE TO DETERMINE",N,N,18,7,12,41.74298409,-87.66339656
12/8/2017,N,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,15,6,12,41.86598667,-87.7715419
3/14/2021,N,"IMPROPER BACKING, NOT APPLICABLE",N,N,11,1,3,41.97620114,-87.90530913
1/31/2021,N,"WEATHER, WEATHER",N,N,8,1,1,41.7362617,-87.62906472
7/17/2018,Y,"NOT APPLICABLE, NOT APPLICABLE",N,N,18,3,7,41.89079821,-87.64225168
12/10/2018,Y,"NOT APPLICABLE, NOT APPLICABLE",N,N,14,2,12,41.8029415,-87.6928861
1/29/2019,Y,"IMPROPER BACKING, WEATHER",N,N,8,3,1,41.80903472,-87.62593252
4/3/2022,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,13,1,4,41.92797661,-87.65457231
1/18/2021,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,13,2,1,41.86120159,-87.7049736
12/19/2020,Y,"NOT APPLICABLE, UNABLE TO DETERMINE",N,N,13,7,12,41.77733584,-87.68116653
10/9/2021,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,21,7,10,41.75825081,-87.61779767
10/28/2021,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,16,5,10,41.70185182,-87.60643526
3/24/2022,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,8,5,3,41.90259324,-87.72258249
11/12/2019,N,"WEATHER, FOLLOWING TOO CLOSELY",N,N,14,3,11,41.94252001,-87.74711282
7/4/2020,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,16,7,7,41.79406454,-87.80109077
12/24/2021,N,"IMPROPER LANE USAGE, UNABLE TO DETERMINE",N,N,8,6,12,,
7/19/2019,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,11,6,7,,
2/26/2019,N,"WEATHER, NOT APPLICABLE",N,N,8,3,2,41.93902191,-87.72410543
10/9/2019,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,10,4,10,,
10/23/2021,N,"NOT APPLICABLE, NOT APPLICABLE",Y,Y,10,7,10,41.76151579,-87.65476519
1/11/2021,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,0,2,1,41.89379471,-87.71049957
4/9/2016,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,17,7,4,41.93955798,-87.82508234
6/21/2017,N,"IMPROPER TURNING/NO SIGNAL, NOT APPLICABLE",N,N,9,4,6,41.82391453,-87.61451183
9/15/2021,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,9,4,9,41.86508861,-87.65919389
8/18/2019,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,22,1,8,41.89359934,-87.70805513
2/1/2020,N,"WEATHER, NOT APPLICABLE",N,N,7,7,2,41.72224382,-87.58496912
10/20/2018,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,18,7,10,41.78588849,-87.72310659
12/6/2019,N,"IMPROPER BACKING, NOT APPLICABLE",N,N,22,6,12,41.79736112,-87.67668425
10/25/2021,N,"WEATHER, NOT APPLICABLE",N,N,10,2,10,41.75000918,-87.63807331
7/19/2021,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,19,2,7,41.95360367,-87.72746891
10/15/2019,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,9,3,10,41.7080909,-87.6322858
3/28/2019,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,7,5,3,41.88667788,-87.66216723
5/24/2021,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,7,2,5,41.87434262,-87.73437617
4/7/2022,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,12,5,4,41.80349751,-87.70398757
1/9/2022,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,18,1,1,,
8/25/2019,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,14,1,8,41.9201458,-87.77274105
9/4/2021,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,14,7,9,41.9386732,-87.77607522
2/22/2020,N,"FAILING TO YIELD RIGHT-OF-WAY, IMPROPER BACKING",N,N,1,7,2,41.73673155,-87.60671703
1/29/2022,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,10,7,1,41.79830422,-87.59646963
5/3/2019,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,22,6,5,41.76982954,-87.72268099
5/30/2021,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,6,1,5,41.84047673,-87.72316519
4/15/2018,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,5,1,4,41.91788318,-87.68727176
9/23/2019,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,8,2,9,,
1/22/2019,N,"UNABLE TO DETERMINE, WEATHER",N,N,11,3,1,41.97590825,-87.70143127
12/29/2020,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,11,3,12,41.89491558,-87.71492933
1/19/2022,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",Y,N,12,4,1,,
6/16/2021,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,12,4,6,41.79897332,-87.68647536
7/19/2021,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,13,2,7,,
6/18/2018,N,"IMPROPER BACKING, IMPROPER BACKING",N,N,9,2,6,41.94633705,-87.73875725
2/22/2016,N,"IMPROPER OVERTAKING/PASSING, IMPROPER OVERTAKING/PASSING",N,N,12,2,2,,
6/3/2018,N,"FOLLOWING TOO CLOSELY, FOLLOWING TOO CLOSELY",N,N,14,1,6,,
2/11/2020,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,17,3,2,41.7059888,-87.72056193
6/21/2019,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,15,6,6,41.82339469,-87.67135863
12/16/2021,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,20,5,12,,
12/11/2016,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,23,1,12,41.7801643,-87.61365015
12/13/2019,N,"FAILING TO YIELD RIGHT-OF-WAY, FAILING TO REDUCE SPEED TO AVOID CRASH",N,N,14,6,12,,
3/8/2021,N,"FAILING TO REDUCE SPEED TO AVOID CRASH, FOLLOWING TOO CLOSELY",Y,N,14,2,3,,
3/3/2016,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,7,5,3,41.86432422,-87.71796776
6/7/2017,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,16,4,6,41.89809024,-87.77509737
2/22/2021,N,"WEATHER, UNABLE TO DETERMINE",N,N,14,2,2,41.69851266,-87.68493069
8/30/2018,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,15,5,8,41.99286467,-87.75747769
6/28/2018,N,"IMPROPER BACKING, IMPROPER BACKING",N,N,9,5,6,41.94903936,-87.68817471
5/9/2021,N,"DRIVING SKILLS/KNOWLEDGE/EXPERIENCE, NOT APPLICABLE",N,N,9,1,5,,
2/15/2022,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,12,3,2,42.01200312,-87.69776967
5/9/2021,N,"IMPROPER BACKING, NOT APPLICABLE",N,N,17,1,5,41.99730874,-87.69611586
7/29/2020,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,7,4,7,41.88076242,-87.62088387
10/23/2020,N,"EQUIPMENT - VEHICLE CONDITION, WEATHER",N,N,13,6,10,41.75455161,-87.63368307
6/7/2021,N,"IMPROPER BACKING, IMPROPER BACKING",N,N,16,2,6,41.80325265,-87.66449209
6/1/2023,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,15,5,6,41.74793354,-87.70248876
10/2/2021,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,13,7,10,41.76128641,-87.65294761
8/5/2021,Y,"NOT APPLICABLE, NOT APPLICABLE",N,N,15,5,8,41.79591839,-87.76178079
7/26/2021,N,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,17,2,7,41.78562102,-87.72280531
1/21/2020,N,"IMPROPER BACKING, UNABLE TO DETERMINE",N,N,16,3,1,41.72632923,-87.56727091
3/21/2021,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,13,1,3,41.736794,-87.58638742
5/29/2022,N,"FAILING TO YIELD RIGHT-OF-WAY, FAILING TO REDUCE SPEED TO AVOID CRASH",N,N,12,1,5,,
5/13/2019,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,14,2,5,41.80874283,-87.66146682
11/21/2019,Y,"IMPROPER BACKING, NOT APPLICABLE",N,N,15,5,11,41.90146342,-87.62848137
4/10/2022,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,4,1,4,41.90695946,-87.68973956
7/12/2018,N,"IMPROPER BACKING, NOT APPLICABLE",N,N,18,5,7,41.7778868,-87.76461744
9/24/2018,N,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,14,2,9,41.89189708,-87.62401629
3/4/2018,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,12,1,3,41.97126371,-87.70869824
11/9/2019,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,13,7,11,41.90209124,-87.77521789
12/22/2018,N,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,10,7,12,41.7116675,-87.62375865
8/6/2017,N,"IMPROPER BACKING, NOT APPLICABLE",N,N,15,1,8,41.73527677,-87.5665293
12/13/2021,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,12,2,12,41.87700845,-87.73549752
12/13/2020,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,10,1,12,41.75022189,-87.68678144
9/19/2018,N,"FOLLOWING TOO CLOSELY, FOLLOWING TOO CLOSELY",N,N,10,4,9,41.73565532,-87.60260623
1/1/2022,N,"WEATHER, WEATHER",N,N,18,7,1,41.76339391,-87.59103725
6/10/2022,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,15,6,6,41.98218989,-87.66865163
1/1/2020,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,9,4,1,41.84107885,-87.71943955
5/24/2018,Y,"NOT APPLICABLE, NOT APPLICABLE",N,N,15,5,5,41.88636094,-87.7022183
5/15/2020,N,"IMPROPER BACKING, UNABLE TO DETERMINE",N,N,14,6,5,,
6/4/2020,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,17,5,6,41.81616816,-87.64315934
4/27/2019,N,"WEATHER, UNABLE TO DETERMINE",N,N,14,7,4,41.90461551,-87.77287434
3/10/2020,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,6,3,3,41.72654892,-87.58483603
10/9/2017,N,"IMPROPER BACKING, NOT APPLICABLE",N,N,14,2,10,41.86518876,-87.66646924
5/13/2019,N,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,7,2,5,41.88278147,-87.75500844
2/6/2020,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,23,5,2,41.80775267,-87.6137099
3/4/2019,N,"IMPROPER BACKING, NOT APPLICABLE",N,N,1,2,3,41.72273739,-87.57550803
2/12/2021,N,"WEATHER, FAILING TO YIELD RIGHT-OF-WAY",N,N,11,6,2,42.02263671,-87.67237831
3/22/2020,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,11,1,3,41.76587292,-87.7417875
2/23/2022,N,"FAILING TO YIELD RIGHT-OF-WAY, FAILING TO YIELD RIGHT-OF-WAY",N,N,18,4,2,,
6/30/2018,N,"FAILING TO REDUCE SPEED TO AVOID CRASH, FAILING TO YIELD RIGHT-OF-WAY",Y,N,16,7,6,,
3/18/2019,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,8,2,3,41.88209014,-87.65685039
6/12/2019,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,8,4,6,41.7591586,-87.68324641
4/10/2020,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,10,6,4,41.89600605,-87.67786193
8/27/2019,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,8,3,8,41.68834196,-87.64361489
11/18/2019,N,"WEATHER, WEATHER",N,N,7,2,11,41.85668453,-87.70838196
10/14/2017,N,"WEATHER, UNABLE TO DETERMINE",N,N,14,7,10,41.7500979,-87.69259451
9/9/2017,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,13,7,9,41.78006916,-87.61901367
12/11/2020,N,"FOLLOWING TOO CLOSELY, NOT APPLICABLE",Y,N,13,6,12,41.97095431,-87.7674359
2/26/2022,N,"WEATHER, UNABLE TO DETERMINE",N,N,15,7,2,41.77377472,-87.68945168
12/26/2020,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,13,7,12,41.75278652,-87.57464289
8/28/2019,N,"IMPROPER BACKING, IMPROPER BACKING",N,N,0,4,8,41.7569164,-87.56162964
4/9/2018,N,"WEATHER, WEATHER",N,N,9,2,4,41.90197747,-87.68440486
5/2/2019,N,"IMPROPER BACKING, UNABLE TO DETERMINE",N,N,10,5,5,41.72455988,-87.57525848
10/24/2020,N,"IMPROPER TURNING/NO SIGNAL, NOT APPLICABLE",N,N,16,7,10,41.80217065,-87.60431099
9/29/2018,Y,"NOT APPLICABLE, NOT APPLICABLE",N,N,9,7,9,41.94275118,-87.81151267
6/11/2021,Y,"FOLLOWING TOO CLOSELY, NOT APPLICABLE",N,N,14,6,6,41.70605313,-87.71812096
7/11/2016,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,14,2,7,42.0122553,-87.80677912
12/11/2018,Y,"FOLLOWING TOO CLOSELY, FOLLOWING TOO CLOSELY",Y,N,11,3,12,,
4/6/2020,Y,"FOLLOWING TOO CLOSELY, DRIVING SKILLS/KNOWLEDGE/EXPERIENCE",N,N,11,2,4,,
9/26/2019,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,7,5,9,41.79336354,-87.68121161
11/18/2019,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,15,2,11,,
1/19/2020,N,"WEATHER, UNABLE TO DETERMINE",N,N,2,1,1,41.94402496,-87.74072801
5/13/2019,N,"FOLLOWING TOO CLOSELY, NOT APPLICABLE",N,N,15,2,5,41.99599967,-87.68997363
8/5/2017,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,16,7,8,41.79264234,-87.7624466
1/25/2019,N,"WEATHER, WEATHER",N,N,16,6,1,41.85238531,-87.65618096
10/26/2019,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",Y,N,18,7,10,41.85186827,-87.69007512
7/12/2021,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,18,2,7,41.80900838,-87.72622409
8/30/2018,Y,"IMPROPER BACKING, NOT APPLICABLE",N,N,20,5,8,41.92300939,-87.69729638
5/18/2021,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,9,3,5,41.88100669,-87.71267724
4/20/2020,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,19,2,4,41.7686399,-87.6657823
10/13/2020,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,17,3,10,41.73814692,-87.58894195
8/8/2020,N,"FOLLOWING TOO CLOSELY, NOT APPLICABLE",N,N,0,7,8,41.92960058,-87.64305121
5/7/2021,Y,"NOT APPLICABLE, NOT APPLICABLE",N,N,17,6,5,41.83678964,-87.72449547
5/27/2022,N,"FOLLOWING TOO CLOSELY, NOT APPLICABLE",Y,N,18,6,5,41.77281783,-87.6275914
11/30/2016,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,15,4,11,41.96834599,-87.72851802
6/7/2018,N,"NOT APPLICABLE, PHYSICAL CONDITION OF DRIVER",N,N,17,5,6,41.90245464,-87.74663284
6/29/2018,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,7,6,6,41.80762516,-87.73567
3/19/2021,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,0,6,3,41.74467057,-87.64279483
5/31/2020,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,16,1,5,41.77731706,-87.6991871
9/14/2020,N,"IMPROPER BACKING, NOT APPLICABLE",N,N,17,2,9,41.81033837,-87.68626396
10/30/2021,Y,"IMPROPER BACKING, NOT APPLICABLE",N,N,12,7,10,41.91784503,-87.77536612
6/1/2022,N,"IMPROPER OVERTAKING/PASSING, NOT APPLICABLE",N,N,9,4,6,41.95517597,-87.89307885
1/7/2022,Y,"WEATHER, UNABLE TO DETERMINE",N,N,14,6,1,41.67963642,-87.63087515
11/17/2019,N,"EQUIPMENT - VEHICLE CONDITION, EQUIPMENT - VEHICLE CONDITION",N,N,5,1,11,,
10/1/2021,N,"FAILING TO YIELD RIGHT-OF-WAY, NOT APPLICABLE",N,N,13,6,10,41.84918277,-87.62385946
11/5/2021,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,17,6,11,41.98196511,-87.70898197
11/21/2019,N,"IMPROPER LANE USAGE, NOT APPLICABLE",N,N,8,5,11,41.88309725,-87.63275376
12/28/2017,N,"IMPROPER TURNING/NO SIGNAL, NOT APPLICABLE",N,N,7,5,12,41.88560912,-87.63989737
1/18/2022,N,"IMPROPER BACKING, NOT APPLICABLE",N,N,8,3,1,41.855432,-87.62372822
12/13/2020,N,"NOT APPLICABLE, UNABLE TO DETERMINE",Y,N,3,1,12,,
1/18/2022,Y,"IMPROPER BACKING, NOT APPLICABLE",N,N,19,3,1,41.95948248,-87.71568475
8/25/2021,N,"FAILING TO YIELD RIGHT-OF-WAY, UNABLE TO DETERMINE",N,N,16,4,8,41.74186126,-87.74028992
12/27/2017,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,9,4,12,,
5/3/2018,N,"WEATHER, UNABLE TO DETERMINE",N,N,7,5,5,41.73594914,-87.64467313
4/15/2018,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,19,1,4,,
2/2/2019,N,"IMPROPER BACKING, NOT APPLICABLE",N,N,20,7,2,41.93778056,-87.64344525
5/18/2022,N,"WEATHER, WEATHER",Y,N,7,4,5,41.94200267,-87.72741981
5/1/2022,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,15,1,5,41.77411686,-87.58908857
12/15/2018,N,"FOLLOWING TOO CLOSELY, UNABLE TO DETERMINE",N,N,17,7,12,41.94027995,-87.63864632
5/28/2019,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,16,3,5,41.78416243,-87.72276791
10/8/2020,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,9,5,10,41.78534882,-87.72279816
10/27/2019,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,14,1,10,41.86481082,-87.64699486
2/15/2020,N,"DISTRACTION - FROM INSIDE VEHICLE, NOT APPLICABLE",N,N,17,7,2,,
5/6/2018,Y,"ANIMAL, NOT APPLICABLE",N,N,13,1,5,41.79557225,-87.76251629
4/11/2022,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,18,2,4,41.92827732,-87.72702642
5/12/2022,N,"FOLLOWING TOO CLOSELY, NOT APPLICABLE",N,N,7,5,5,41.99349103,-87.68989167
3/8/2018,Y,"IMPROPER BACKING, NOT APPLICABLE",N,N,15,5,3,41.9525667,-87.65436946
5/27/2019,N,"UNABLE TO DETERMINE, NOT APPLICABLE",Y,N,16,2,5,41.75800665,-87.64193599
10/19/2021,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,15,3,10,41.79517247,-87.70759302
8/23/2020,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,14,1,8,41.82380616,-87.69475931
2/24/2018,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,11,7,2,41.84409518,-87.72817615
2/27/2020,N,"WEATHER, WEATHER",N,N,8,5,2,41.80575297,-87.60997231
7/19/2020,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,8,1,7,41.86808266,-87.63936542
2/25/2020,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,15,3,2,41.80590302,-87.72734801
1/9/2021,N,"NOT APPLICABLE, UNABLE TO DETERMINE",N,N,16,7,1,41.68502959,-87.64200453
11/11/2021,N,"WEATHER, UNABLE TO DETERMINE",N,N,8,5,11,41.78617397,-87.71487272
3/1/2019,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,13,6,3,41.93281151,-87.79567325
12/8/2017,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,6,6,12,41.86909651,-87.72034388
8/10/2019,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,14,7,8,41.77736693,-87.79298574
6/20/2020,N,"WEATHER, NOT APPLICABLE",N,N,23,7,6,41.77743609,-87.74211358
6/6/2022,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,7,2,6,41.90946907,-87.7351005
8/9/2020,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,11,1,8,41.90249607,-87.77066924
9/21/2020,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,12,2,9,41.90271272,-87.71802584
7/3/2021,N,"IMPROPER TURNING/NO SIGNAL, IMPROPER TURNING/NO SIGNAL",N,N,12,7,7,,
12/21/2020,N,"UNABLE TO DETERMINE, NOT APPLICABLE",Y,N,16,2,12,,
12/7/2018,Y,"IMPROPER BACKING, UNABLE TO DETERMINE",N,N,17,6,12,,
7/25/2019,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,13,5,7,,
11/30/2019,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,18,7,11,41.97538461,-87.80694898
9/12/2019,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,21,5,9,41.94050048,-87.65913349
5/23/2021,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,17,1,5,41.93103913,-87.79174446
12/16/2020,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,11,4,12,41.9978265,-87.69053847
4/14/2018,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,12,7,4,41.99814572,-87.67046302
7/2/2018,N,"FOLLOWING TOO CLOSELY, FOLLOWING TOO CLOSELY",Y,N,16,2,7,,
10/8/2020,Y,"FOLLOWING TOO CLOSELY, NOT APPLICABLE",N,N,16,5,10,41.8997595,-87.66107806
3/8/2018,N,"IMPROPER BACKING, UNABLE TO DETERMINE",N,N,13,5,3,,
2/10/2021,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,8,4,2,41.69845094,-87.61581436
4/6/2018,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,17,6,4,,
10/30/2019,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,16,4,10,41.92455732,-87.73304162
9/4/2021,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,18,7,9,41.92970382,-87.75592598
6/19/2019,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,16,4,6,,
10/10/2016,N,"ROAD CONSTRUCTION/MAINTENANCE, UNABLE TO DETERMINE",N,N,10,2,10,41.85535043,-87.62614304
5/14/2021,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,7,6,5,41.89990923,-87.75189493
8/14/2021,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,17,7,8,41.95214259,-87.83681427
5/10/2018,N,"FOLLOWING TOO CLOSELY, NOT APPLICABLE",N,N,15,5,5,41.93818574,-87.80129017
7/20/2021,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,14,3,7,41.91425275,-87.66351983
7/14/2019,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,8,1,7,41.99028543,-87.65807559
5/2/2022,N,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,11,2,5,41.89679287,-87.62778758
3/23/2021,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,8,3,3,41.89285846,-87.63424924
9/30/2019,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,10,2,9,41.90479138,-87.76156177
8/15/2017,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,20,3,8,41.77863647,-87.72290636
12/5/2020,N,"IMPROPER BACKING, NOT APPLICABLE",N,N,9,7,12,41.88011265,-87.62950869
6/14/2017,N,"FOLLOWING TOO CLOSELY, FOLLOWING TOO CLOSELY",N,N,16,4,6,41.93783154,-87.81644998
8/27/2021,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,15,6,8,41.80073146,-87.70361687
7/27/2019,Y,"UNABLE TO DETERMINE, NOT APPLICABLE",N,N,14,7,7,41.7223594,-87.56002301
8/14/2021,N,"IMPROPER LANE USAGE, DISREGARDING ROAD MARKINGS",Y,N,8,7,8,,
11/18/2017,N,"FAILING TO YIELD RIGHT-OF-WAY, WEATHER",N,N,11,7,11,41.93904479,-87.72235158
5/10/2018,N,"IMPROPER BACKING, NOT APPLICABLE",N,N,8,5,5,41.80070399,-87.70428269
2/16/2022,N,"IMPROPER OVERTAKING/PASSING, NOT APPLICABLE",N,N,9,4,2,41.87453914,-87.72135451
12/11/2018,Y,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,11,3,12,41.92016604,-87.69537381
6/28/2016,N,"UNABLE TO DETERMINE, UNABLE TO DETERMINE",N,N,4,3,6,,
1/26/2022,N,"NOT APPLICABLE, NOT APPLICABLE",N,N,15,4,1,41.78050763,-87.71804991
